Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission,city
2024 Used MG Hector in Jaipur,Hector,2024,1690000,MG,50254,Petrol,SUV,5,First Owner ,Automatic (CVT),jaipur
2021 Used Tata Nexon EV in Jaipur,Nexon EV [2020-2022],2021,900000,Tata,68000,Electric,CompactSuv,5,First Owner ,Automatic,jaipur
2013 Used Audi A4 in Jaipur,A4 [2013-2016],2013,1300000,Audi,54000,Diesel,Sedan,5,Second Owner ,Automatic,jaipur
2025 Used Tata Nexon in Jaipur,Nexon,2025,1150000,Tata,23350,Petrol,CompactSuv,5,First Owner ,Manual,jaipur
2022 Used Mahindra Thar in Jaipur,Thar,2022,1475000,Mahindra,31623,Diesel,SUV,4,First Owner ,Manual,jaipur
2023 Used Mahindra Thar in Jaipur,Thar,2023,1450000,Mahindra,36901,Diesel,SUV,4,First Owner ,Manual,jaipur
2018 Used Mahindra Thar in Jaipur,Thar [2014-2020],2018,775000,Mahindra,55506,Diesel,SUV,6,First Owner ,Manual,jaipur
2024 Used Mahindra Thar in Jaipur,Thar,2024,1575000,Mahindra,28529,Diesel,SUV,4,First Owner ,Manual,jaipur
2019 Used Tata Nexon in Jaipur,Nexon [2017-2020],2019,625000,Tata,71000,Petrol,SUV,5,First Owner ,Manual,jaipur
2022 Used Honda Amaze in Jaipur,Amaze [2018-2021],2022,625000,Honda,73000,Petrol,CompactSedan,5,First Owner ,Manual,jaipur
2021 Used Maruti Suzuki Baleno in Jaipur,Baleno [2015-2019],2021,649999,Maruti Suzuki,64000,Petrol,Hatchback,5,First Owner ,Manual,jaipur
2024 Used Mahindra Thar in Jaipur,Thar,2024,1349900,Mahindra,20000,Diesel,SUV,4,First Owner,Manual,jaipur
2016 Used Maruti Suzuki Swift DZire in Jaipur,Swift Dzire [2015-2017],2016,499999,Maruti Suzuki,67000,Petrol,CompactSedan,5,First Owner ,Manual,jaipur
2022 Used Mercedes-Benz AMG GLC 43 Coupe in Jaipur,AMG GLC43 Coupe [2020-2024],2022,8500000,Mercedes-Benz,25000,Petrol,Coupe,5,First Owner ,Automatic (TC),jaipur
2018 Used Hyundai Grand i10 in Jaipur,Grand i10,2018,462966,Hyundai,46932,Petrol,Hatchback,5,First Owner,Manual,jaipur
2018 Used Hyundai Grand i10 in Jaipur,Grand i10,2018,468076,Hyundai,68308,Petrol,Hatchback,5,First Owner,Manual,jaipur
2018 Used Hyundai Grand i10 in Jaipur,Grand i10,2018,494648,Hyundai,53515,Petrol,Hatchback,5,First Owner,Manual,jaipur
2022 Used Tata Nexon in Jaipur,Nexon [2017-2020],2022,867678,Tata,29320,Petrol,SUV,5,First Owner,Manual,jaipur
2021 Used Tata Nexon in Jaipur,Nexon [2020-2023],2021,780000,Tata,74186,Petrol,CompactSuv,5,First Owner,Automatic (AMT),jaipur
2023 Used Kia Seltos in Jaipur,Seltos [2023-2024],2023,1733663,Kia,32882,Petrol,SUV,5,First Owner,Automatic (DCT),jaipur
2019 Used Kia Seltos in Jaipur,Seltos [2019-2022],2019,1175351,Kia,74391,Petrol,CompactSuv,5,First Owner,Automatic,jaipur
2021 Used Tata Nexon in Jaipur,Nexon [2020-2023],2021,728686,Tata,45838,Petrol,CompactSuv,5,First Owner,Manual,jaipur
2019 Used Tata Nexon in Jaipur,Nexon [2017-2020],2019,540000,Tata,59402,Petrol,SUV,5,First Owner,Manual,jaipur
2020 Used Tata Nexon in Jaipur,Nexon [2020-2023],2020,665918,Tata,56989,Petrol,CompactSuv,5,First Owner,Manual,jaipur
2022 Used Tata Nexon in Jaipur,Nexon [2017-2020],2022,698000,Tata,39388,Petrol,SUV,5,First Owner,Manual,jaipur
2018 Used Land Rover Range Rover Evoque in Jaipur,Range Rover Evoque [2016-2020],2018,3700000,Land Rover,78000,Diesel,SUV,5,First Owner ,Automatic,jaipur
2021 Used Mercedes-Benz C-Class in Jaipur,C-Class [2018-2022],2021,4000000,Mercedes-Benz,23000,Petrol,Sedan,5,Second Owner ,Automatic (TC),jaipur
2019 Used Maruti Suzuki Wagon R in Sultanpur,Wagon R 1.0 [2014-2019],2019,425000,Maruti Suzuki,65000,Petrol,Hatchback,5,First Owner ,Manual,sultanpur
2018 Used Mahindra Scorpio in Lucknow,Scorpio 2021,2018,1075000,Mahindra,68000,Diesel,SUV,7,First Owner,Manual,sultanpur
2024 Used Hyundai Creta in Lucknow,Creta [2023-2024],2024,2125000,Hyundai,15000,Diesel,SUV,5,First Owner,Automatic (TC),sultanpur
2020 Used Toyota Fortuner in Lucknow,Fortuner [2016-2021],2020,3150000,Toyota,68000,Diesel,SUV,7,First Owner,Manual,sultanpur
2023 Used Maruti Suzuki DZire in Lucknow,Dzire [2017-2020],2023,750000,Maruti Suzuki,22000,Petrol,CompactSedan,5,First Owner,Manual,sultanpur
2021 Used BMW X5 in Lucknow,X5 [2019-2023],2021,6975000,BMW,60000,Diesel,SUV,5,First Owner,Automatic (TC),sultanpur
2018 Used Audi A6 in Lucknow,A6 [2015-2019],2018,2775000,Audi,54300,Diesel,Sedan,5,First Owner,Automatic,sultanpur
2014 Used Mercedes-Benz GL-Class in Lucknow,GL,2014,2575000,Mercedes-Benz,82000,Diesel,SUV,7,Second Owner,Automatic,sultanpur
2013 Used BMW X6 in Lucknow,X6 [2012-2014],2013,2375000,BMW,89000,Diesel,SUV,5,Second Owner,Automatic,sultanpur
2013 Used Audi Q7 in Lucknow,Q7 [2010 - 2015],2013,1675000,Audi,150000,Diesel,SUV,7,First Owner,Automatic,sultanpur
2023 Used MG Hector in Lucknow,Hector,2023,2075000,MG,33200,Diesel,SUV,5,First Owner,Manual,sultanpur
2013 Used Honda Brio in Kanpur,Brio [2011-2013],2013,218000,Honda,71365,Petrol,Hatchback,5,First Owner ,Manual,sultanpur
2016 Used Honda City in Kanpur,City [2014-2017],2016,570000,Honda,72211,Petrol,Sedan,5,First Owner ,Automatic,sultanpur
2015 Used Audi A6 in Kanpur,A6[2011-2015],2015,1098000,Audi,80345,Diesel,Sedan,5,First Owner,Automatic,sultanpur
2013 Used Hyundai Verna in Kanpur,Verna [2011-2015],2013,355000,Hyundai,79806,Diesel,Sedan,5,First Owner ,Manual,sultanpur
2016 Used Ford Ecosport in Kanpur,EcoSport [2017-2019],2016,430000,Ford,67200,Diesel,SUV,5,First Owner ,Manual,sultanpur
2016 Used Honda Amaze in Kanpur,Amaze [2016-2018],2016,355000,Honda,61374,Diesel,CompactSedan,5,First Owner ,Manual,sultanpur
2015 Used Hyundai Elite i20 in Kanpur,Elite i20 [2017-2018],2015,365000,Hyundai,95000,Diesel,Hatchback,5,First Owner ,Manual,sultanpur
2012 Used Maruti Suzuki Ritz in Kanpur,Ritz [2009-2012],2012,180000,Maruti Suzuki,51365,Petrol,Hatchback,5,First Owner ,Manual,sultanpur
2015 Used Hyundai i10 in Kanpur,i10 [2010-2017],2015,249999,Hyundai,59593,Petrol,Hatchback,5,First Owner ,Manual,sultanpur
2016 Used Hyundai Elantra in Kanpur,Elantra [2016-2019],2016,855000,Hyundai,58000,Diesel,Sedan,5,First Owner,Automatic,sultanpur
2014 Used BMW 5-Series in Kanpur,5 Series [2013-2017],2014,1120000,BMW,82000,Diesel,Sedan,5,Second Owner,Automatic,sultanpur
2013 Used Hyundai i20 in Kanpur,i20 [2012-2014],2013,235000,Hyundai,71588,Diesel,Hatchback,5,Second Owner ,Manual,sultanpur
2017 Used BMW 3-Series in Lucknow,3 Series [2016-2019],2017,2075000,BMW,48000,Diesel,Sedan,5,First Owner,Automatic,sultanpur
2022 Used Maruti Suzuki Baleno in Balrampur,Baleno,2022,525000,Maruti Suzuki,88000,Petrol,Hatchback,5,First Owner ,Manual,balrampur
2019 Used Maruti Suzuki Wagon R in Balrampur,Wagon R [2019-2022],2019,350000,Maruti Suzuki,90000,Petrol,Hatchback,5,Third Owner ,Manual,balrampur
2020 Used Maruti Suzuki Alto 800 in Balrampur,Alto 800,2020,400000,Maruti Suzuki,250000,Petrol,Hatchback,5,First Owner ,Manual,balrampur
2013 Used Maruti Suzuki Alto 800 in Balrampur,Alto 800 [2012-2016],2013,140000,Maruti Suzuki,100000,Petrol,Hatchback,5,Second Owner ,Manual,balrampur
2016 Used Maruti Suzuki Ertiga in Balrampur,Ertiga [2015-2018],2016,630000,Maruti Suzuki,137500,Diesel,SUV,7,Second Owner ,Manual,balrampur
2018 Used Mahindra Bolero in Balrampur,Bolero [2011-2020],2018,800000,Mahindra,95000,Diesel,SUV,7,First Owner ,Manual,balrampur
2022 Used Mahindra Voyager in Balrampur,Voyager,2022,100000,Mahindra,95000,Diesel,Minivan,0,First Owner ,Manual,balrampur
2007 Used Mahindra Scorpio in Balrampur,Scorpio [2006-2009],2007,200000,Mahindra,162500,Diesel,SUV,7,Third Owner ,Manual,balrampur
2017 Used Tata Zest in Balrampur,Zest,2017,350000,Tata,112500,Petrol,CompactSedan,5,Second Owner ,Manual,balrampur
2009 Used Maruti Suzuki Wagon R in Balrampur,Wagon R [2006-2010],2009,60000,Maruti Suzuki,85000,Petrol,Hatchback,5,First Owner ,Manual,balrampur
2020 Used Maruti Suzuki Baleno in Balrampur,Baleno [2019-2022],2020,550000,Maruti Suzuki,25000,Petrol,Hatchback,5,First Owner ,Manual,balrampur
2019 Used Maruti Suzuki Vitara Brezza in Balrampur,Vitara Brezza [2016-2020],2019,639897,Maruti Suzuki,155555,Diesel,SUV,5,First Owner ,Manual,balrampur
2019 Used Mahindra XUV300 in Balrampur,XUV300 [2019-2024],2019,800000,Mahindra,63000,Diesel,CompactSuv,5,First Owner ,Automatic (AMT),balrampur
2018 Used Hyundai Grand i10 in Balrampur,Grand i10,2018,320000,Hyundai,26000,Petrol,Hatchback,5,First Owner ,Manual,balrampur
2017 Used Mahindra TUV300 in Balrampur,TUV300 [2015-2019],2017,550000,Mahindra,65000,Diesel,SUV,7,Second Owner ,Manual,balrampur
2020 Used Honda Amaze in Lucknow,Amaze [2018-2021],2020,546000,Honda,63135,Petrol,CompactSedan,5,First Owner,Manual,balrampur
2018 Used Hyundai Creta in Lucknow,Creta [2015-2017],2018,735000,Hyundai,85000,Diesel,SUV,5,First Owner,Manual,balrampur
2021 Used Kia Sonet in Lucknow,Sonet [2020-2022],2021,1025000,Kia,75000,Diesel,CompactSuv,5,First Owner,Automatic (TC),balrampur
2017 Used Audi Q3 in Lucknow,Q3 [2017-2020],2017,1400000,Audi,63000,Diesel,SUV,5,First Owner,Automatic,balrampur
2021 Used Jeep Compass in Lucknow,Compass,2021,2175000,Jeep,18000,Diesel,SUV,5,Second Owner,Automatic (TC),balrampur
2015 Used Honda City in Lucknow,City [2014-2017],2015,495000,Honda,78000,Diesel,Sedan,5,First Owner,Manual,balrampur
2022 Used Kia Sonet in Lucknow,Sonet [2020-2022],2022,997000,Kia,2086,Petrol,CompactSuv,5,First Owner,Clutchless Manual (IMT),balrampur
2018 Used Maruti Suzuki Baleno in Lucknow,Baleno [2015-2019],2018,430000,Maruti Suzuki,81322,Petrol,Hatchback,5,Second Owner,Manual,balrampur
2019 Used Hyundai Venue in Lucknow,Venue [2019-2022],2019,735000,Hyundai,78000,Diesel,SUV,5,First Owner,Manual,balrampur
2022 Used Mahindra Scorpio in Lucknow,Scorpio,2022,1575000,Mahindra,69000,Diesel,SUV,7,First Owner,Manual,balrampur
2018 Used Mahindra Scorpio in Lucknow,Scorpio 2021,2018,1075000,Mahindra,68000,Diesel,SUV,7,First Owner,Manual,balrampur
2015 Used Maruti Suzuki Wagon R in Lucknow,Wagon R 1.0 [2014-2019],2015,325000,Maruti Suzuki,61000,Petrol,Hatchback,5,First Owner,Manual,balrampur
2024 Used Hyundai Creta in Lucknow,Creta [2023-2024],2024,2125000,Hyundai,15000,Diesel,SUV,5,First Owner,Automatic (TC),balrampur
2019 Used Maruti Suzuki Baleno in Lucknow,Baleno [2015-2019],2019,485000,Maruti Suzuki,68000,Petrol,Hatchback,5,First Owner,Manual,balrampur
2022 Used Maruti Suzuki Swift in Lucknow,Swift [2021-2024],2022,650000,Maruti Suzuki,71000,Petrol,Hatchback,5,First Owner,Manual,balrampur
2020 Used Honda Amaze in Lucknow,Amaze [2016-2018],2020,575000,Honda,72000,Diesel,CompactSedan,5,First Owner,Manual,balrampur
2015 Used Maruti Suzuki Swift DZire in Lucknow,Swift DZire [2011-2015],2015,485000,Maruti Suzuki,87000,Diesel,Sedan,5,Second Owner ,Manual,balrampur
2012 Used Audi A6 in Indore,A6[2011-2015],2012,1190000,Audi,102000,Diesel,Sedan,5,First Owner ,Automatic,rajgarh
2012 Used Toyota Fortuner in Indore,Fortuner [2012-2016],2012,1065000,Toyota,101315,Diesel,SUV,7,First Owner ,Manual,rajgarh
2024 Used Toyota Glanza in Indore,Glanza,2024,850000,Toyota,13500,Petrol,Hatchback,5,First Owner ,Automatic (AMT),rajgarh
2017 Used Renault Captur in Indore,Captur [2017-2019],2017,565000,Renault,101435,Diesel,SUV,5,First Owner,Manual,rajgarh
2018 Used Hyundai Elite i20 in Indore,Elite i20 [2018-2019],2018,565000,Hyundai,62000,Diesel,Hatchback,5,Second Owner ,Manual,rajgarh
2015 Used Datsun Go in Indore,GO [2014-2018],2015,265000,Datsun,72140,Petrol,Hatchback,5,First Owner ,Manual,rajgarh
2018 Used Volkswagen Polo in Indore,Polo [2016-2019],2018,480000,Volkswagen,49000,Petrol,Hatchback,5,First Owner ,Manual,rajgarh
2010 Used Maruti Suzuki Alto in Indore,Alto K10 [2010-2014],2010,175000,Maruti Suzuki,65000,Petrol,Hatchback,5,Second Owner,Manual,rajgarh
2021 Used Kia Seltos in Indore,Seltos [2019-2022],2021,850000,Kia,47000,Diesel,CompactSuv,5,Second Owner,Manual,rajgarh
2015 Used Hyundai Grand i10 in Indore,Grand i10 [2013-2017],2015,380000,Hyundai,73000,Diesel,Hatchback,5,First Owner ,Manual,rajgarh
2016 Used Toyota Innova Crysta in Indore,Innova Crysta [2016-2020],2016,1375000,Toyota,110000,Diesel,SUV,8,First Owner ,Manual,rajgarh
2017 Used Skoda Octavia in Indore,Octavia [2015-2017],2017,1050000,Skoda,145000,Diesel,Sedan,5,First Owner ,Automatic,rajgarh
2018 Used Honda Brio in Indore,Brio,2018,425000,Honda,61200,Petrol,Hatchback,5,First Owner ,Manual,rajgarh
2022 Used Tata Safari in Indore,Safari [2021-2023],2022,1551000,Tata,60000,Diesel,SUV,6,Second Owner,Manual,rajgarh
2019 Used Tata Tiago in Indore,Tiago [2016-2020],2019,485000,Tata,45000,Diesel,Hatchback,5,First Owner ,Manual,rajgarh
2014 Used Volkswagen Polo in Indore,Polo [2012-2014],2014,325000,Volkswagen,70000,Diesel,Hatchback,5,First Owner ,Manual,rajgarh
2022 Used Hyundai Creta in Indore,Creta [2020-2023],2022,1275000,Hyundai,15000,Petrol,SUV,5,First Owner ,Manual,rajgarh
2020 Used Hyundai Grand i10 NIOS in Indore,Grand i10 Nios [2019-2023],2020,525000,Hyundai,40000,Petrol,Hatchback,5,Second Owner,Automatic (AMT),rajgarh
2009 Used Maruti Suzuki Alto in Indore,Alto [2005-2010],2009,125000,Maruti Suzuki,55000,Petrol,Hatchback,5,Second Owner ,Manual,rajgarh
2011 Used Honda City in Indore,City [2008-2011],2011,325000,Honda,73000,Petrol,Sedan,5,First Owner ,Manual,rajgarh
2018 Used Tata Tiago in Indore,Tiago [2016-2020],2018,365000,Tata,49000,Diesel,Hatchback,5,First Owner,Manual,rajgarh
2015 Used Maruti Suzuki Swift DZire in Indore,Swift DZire [2011-2015],2015,515000,Maruti Suzuki,73000,Diesel,Sedan,5,First Owner,Manual,rajgarh
2018 Used Maruti Suzuki Baleno in Indore,Baleno [2019-2022],2018,565000,Maruti Suzuki,56000,Petrol,Hatchback,5,First Owner ,Automatic (CVT),rajgarh
2024 Used Hyundai Venue in Indore,Venue,2024,811000,Hyundai,19000,Petrol,CompactSuv,5,First Owner,Manual,rajgarh
2020 Used Maruti Suzuki Ertiga in Ratnagiri,Ertiga [2018-2022],2020,800000,Maruti Suzuki,214000,CNG,MPV_MUV,7,First Owner ,Manual,ratnagiri
2024 Used Mercedes-Benz GLE in Mumbai,GLE,2024,11900000,Mercedes-Benz,9000,Diesel,SUV,5,First Owner ,Automatic (TC),ratnagiri
2022 Used Maruti Suzuki Ertiga in Kolhapur,Ertiga,2022,1140000,Maruti Suzuki,54209,CNG,MPV_MUV,7,First Owner,Manual,ratnagiri
2022 Used Hyundai Venue in Kolhapur,Venue,2022,1100000,Hyundai,39858,Diesel,SubCompactSuv,5,First Owner,Manual,ratnagiri
2019 Used Maruti Suzuki Celerio in Kolhapur,Celerio [2017-2021],2019,480000,Maruti Suzuki,23404,Petrol,Hatchback,5,First Owner,Manual,ratnagiri
2024 Used Audi Q7 in Mumbai,Q7 [2022-2024],2024,8900000,Audi,10000,Petrol,SUV,7,First Owner ,Automatic (TC),ratnagiri
2023 Used BMW i7 in Mumbai,i7,2023,15300000,BMW,19000,Electric,Sedan,5,First Owner ,Automatic,ratnagiri
2021 Used BMW 7-Series in Mumbai,7 Series [2019-2023],2021,9000000,BMW,27000,Hybrid,Sedan,5,First Owner ,Automatic (TC),ratnagiri
2021 Used Lamborghini Urus in Mumbai,Urus [2018],2021,42100000,Lamborghini,30000,Petrol,SUV,5,First Owner ,Automatic (DCT),ratnagiri
2024 Used BMW M4 in Mumbai,M4,2024,15500000,BMW,3000,Petrol,Coupe,4,First Owner ,Automatic (TC),ratnagiri
2021 Used Mercedes-Benz C-Class Cabriolet in Mumbai,C-Class Cabriolet [2016-2018],2021,7900000,Mercedes-Benz,3000,Petrol,Convertible,4,First Owner ,Automatic,ratnagiri
2024 Used Mercedes-Benz G-Class in Mumbai,G-Class,2024,42100000,Mercedes-Benz,10000,Petrol,FullSizeSuv,5,First Owner ,Automatic (TC),ratnagiri
2022 Used BMW X5 in Mumbai,X5 [2019-2023],2022,7950000,BMW,38000,Diesel,SUV,5,First Owner ,Automatic (TC),ratnagiri
2017 Used BMW 3 Series GT in Mumbai,3 Series GT [2016-2021],2017,1990000,BMW,85000,Diesel,Sedan,5,Second Owner ,Automatic,ratnagiri
2023 Used BMW i7 in Mumbai,i7,2023,16900000,BMW,1000,Electric,Sedan,5,First Owner ,Automatic,ratnagiri
2024 Used BMW i5 in Mumbai,i5,2024,10800000,BMW,4500,Electric,Sedan,4,First Owner ,Automatic,ratnagiri
2023 Used Mercedes-Benz GLE in Mumbai,GLE [2020-2023],2023,9500000,Mercedes-Benz,20000,Diesel,SUV,5,First Owner ,Automatic (TC),ratnagiri
2016 Used Mercedes-Benz E-Class in Mumbai,E-Class [2015-2017],2016,1900000,Mercedes-Benz,63000,Diesel,Sedan,5,Second Owner ,Automatic,ratnagiri
2023 Used Mercedes-Benz GLS in Mumbai,GLS [2020-2024],2023,14500000,Mercedes-Benz,16000,Diesel,SUV,7,First Owner ,Automatic (TC),ratnagiri
2019 Used BMW 5-Series in Mumbai,5 Series [2017-2021],2019,4500000,BMW,25000,Diesel,Sedan,4,First Owner ,Automatic,ratnagiri
2023 Used Land Rover Range Rover in Mumbai,Range Rover,2023,24900000,Land Rover,7700,Mild Hybrid(Electric + Petrol),SUV,5,First Owner ,Automatic (TC),ratnagiri
2019 Used Mercedes-Benz V-Class in Mumbai,V-Class,2019,8500000,Mercedes-Benz,4500,Diesel,MPV_MUV,6,First Owner ,Automatic,ratnagiri
2022 Used Land Rover Range Rover Velar in Mumbai,Range Rover Velar [2017-2023],2022,7999000,Land Rover,35000,Diesel,SUV,5,First Owner ,Automatic (TC),ratnagiri
2018 Used Mercedes-Benz S-Class in Mumbai,S-Class (W222) [2018-2022],2018,5900000,Mercedes-Benz,44000,Diesel,Sedan,5,Second Owner ,Automatic,ratnagiri
2012 Used Maruti Suzuki Swift in Diu,Swift [2011-2014],2012,170000,Maruti Suzuki,158000,Diesel,Hatchback,5,Second Owner ,Manual,diu
2021 Used Tata Harrier in Diu,Harrier [2019-2023],2021,1400000,Tata,64000,Diesel,SUV,5,Second Owner ,Manual,diu
2022 Used Maruti Suzuki Ertiga in Diu,Ertiga,2022,900000,Maruti Suzuki,117800,CNG,MPV_MUV,7,First Owner ,Manual,diu
2019 Used Renault Triber in Diu,Triber [2019-2023],2019,600000,Renault,65500,Petrol,MPV_MUV,7,First Owner ,Manual,diu
2010 Used Maruti Suzuki Alto in Diu,Alto K10 [2010-2014],2010,70000,Maruti Suzuki,100000,Petrol,Hatchback,5,First Owner ,Manual,diu
2018 Used Maruti Suzuki DZire in Daman,Dzire [2017-2020],2018,650000,Maruti Suzuki,116000,Diesel,CompactSedan,5,First Owner ,Automatic (AMT),diu
2011 Used Maruti Suzuki Swift DZire in Daman,Swift Dzire [2010-2011],2011,150000,Maruti Suzuki,50560,Petrol,Sedan,5,Third Owner ,Manual,diu
2019 Used Hyundai Creta in Unnao,Creta [2018-2019],2019,800000,Hyundai,77000,Diesel,SUV,5,First Owner,Manual,unnao
2017 Used Maruti Suzuki Ciaz in Unnao,Ciaz [2014-2017],2017,525000,Maruti Suzuki,76177,Diesel,Sedan,5,First Owner,Manual,unnao
2016 Used Mahindra XUV500 in Unnao,XUV500 [2015-2018],2016,800000,Mahindra,45000,Diesel,SUV,7,First Owner ,Manual,unnao
2015 Used Maruti Suzuki Wagon R in Unnao,Wagon R 1.0 [2014-2019],2015,260000,Maruti Suzuki,68196,Petrol,Hatchback,5,First Owner,Manual,unnao
2015 Used Honda Jazz in Unnao,Jazz [2015-2018],2015,340000,Honda,71705,Diesel,Hatchback,5,First Owner ,Manual,unnao
2015 Used Maruti Suzuki Alto 800 in Unnao,Alto 800 [2012-2016],2015,220000,Maruti Suzuki,57779,Petrol,Hatchback,5,First Owner ,Manual,unnao
2020 Used Hyundai Santro in Unnao,Santro,2020,350000,Hyundai,77015,Petrol,Hatchback,5,First Owner ,Manual,unnao
2018 Used Hyundai Grand i10 in Unnao,Grand i10,2018,400000,Hyundai,57439,Diesel,Hatchback,5,First Owner,Manual,unnao
2017 Used Maruti Suzuki Alto in Unnao,Alto K10 [2014-2020],2017,290000,Maruti Suzuki,54851,Petrol,Hatchback,5,Second Owner,Automatic (AMT),unnao
2019 Used Tata Nexon in Unnao,Nexon [2017-2020],2019,575000,Tata,83243,Diesel,SUV,5,First Owner ,Manual,unnao
2017 Used Nissan Sunny in Unnao,Sunny,2017,375000,Nissan,60500,Petrol,Sedan,5,First Owner,Manual,unnao
2017 Used Maruti Suzuki Eeco in Unnao,Eeco [2010-2022],2017,325000,Maruti Suzuki,87000,CNG,Minivan,5,First Owner,Manual,unnao
2014 Used Ford Ecosport in Unnao,EcoSport [2013-2015],2014,370000,Ford,68800,Diesel,SUV,5,First Owner,Manual,unnao
2018 Used Hyundai Eon in Unnao,Eon,2018,275000,Hyundai,75000,Petrol,Hatchback,5,First Owner,Manual,unnao
2017 Used Ford Ecosport in Unnao,EcoSport [2015-2017],2017,500000,Ford,88000,Diesel,SUV,5,First Owner,Manual,unnao
2025 Used Hyundai Venue in Unnao,Venue,2025,850000,Hyundai,4800,Petrol,SubCompactSuv,5,First Owner,Manual,unnao
2017 Used Maruti Suzuki Ignis in Unnao,Ignis [2017-2019],2017,360000,Maruti Suzuki,47420,Petrol,Hatchback,5,First Owner,Manual,unnao
2019 Used Honda Amaze in Unnao,Amaze [2018-2021],2019,525000,Honda,48362,Diesel,CompactSedan,5,First Owner,Manual,unnao
2021 Used Tata Punch in Unnao,Punch,2021,525000,Tata,71000,Petrol,CompactSuv,5,First Owner,Manual,unnao
2017 Used Maruti Suzuki Vitara Brezza in Unnao,Vitara Brezza [2016-2020],2017,525000,Maruti Suzuki,95000,Diesel,SUV,5,First Owner,Manual,unnao
2019 Used Maruti Suzuki S-Cross in Unnao,S-Cross [2017-2020],2019,600000,Maruti Suzuki,59000,Diesel,SUV,5,First Owner,Manual,unnao
2020 Used Honda WR-V in Unnao,WR-V [2017-2020],2020,625000,Honda,88000,Diesel,SUV,5,First Owner,Manual,unnao
2009 Used Hyundai i10 in Unnao,i10 [2007-2010],2009,140000,Hyundai,90000,Petrol,Hatchback,5,First Owner,Manual,unnao
2018 Used Mahindra Scorpio in Lucknow,Scorpio 2021,2018,1075000,Mahindra,68000,Diesel,SUV,7,First Owner,Manual,unnao
2017 Used Renault Kwid in Chitrakoot,Kwid [2015-2019],2017,240000,Renault,50000,Petrol,Hatchback,5,First Owner ,Manual,chitrakoot
2018 Used Mahindra Bolero in Chitrakoot,Bolero [2011-2020],2018,680000,Mahindra,78000,Diesel,SUV,7,First Owner ,Manual,chitrakoot
2023 Used Tata Tigor in Chitrakoot,Tigor,2023,650000,Tata,9000,Petrol,CompactSedan,5,First Owner ,Manual,chitrakoot
2012 Used Maruti Suzuki Swift DZire in Chitrakoot,Swift DZire [2011-2015],2012,200000,Maruti Suzuki,76000,Diesel,Sedan,5,Third Owner ,Manual,chitrakoot
2016 Used Mahindra Scorpio in Chitrakoot,Scorpio [2014-2017],2016,900000,Mahindra,110000,Diesel,SUV,7,Second Owner ,Manual,chitrakoot
2016 Used Hyundai Elite i20 in Chitrakoot,Elite i20 [2016-2017],2016,400000,Hyundai,71000,Petrol,Hatchback,5,First Owner ,Manual,chitrakoot
2017 Used Mahindra Bolero in Chitrakoot,Bolero [2011-2020],2017,450000,Mahindra,135800,Diesel,SUV,7,Third Owner ,Manual,chitrakoot
