Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission,city
2018 Used Maruti Suzuki Celerio X in Srikakulam,Celerio X,2018,400000,Maruti Suzuki,75000,Petrol,Hatchback,5,First Owner ,Automatic (AMT),srikakulam
2020 Used Renault Duster in Visakhapatnam,Duster [2020-2022],2020,820000,Renault,45927,Petrol,SUV,5,First Owner,Manual,srikakulam
2023 Used Toyota Urban Cruiser Hyryder in Guwahati,Urban Cruiser Hyryder,2023,1375000,Toyota,73362,Petrol,SUV,5,First Owner ,Manual,guwahati
2022 Used Hyundai Creta in Guwahati,Creta [2020-2023],2022,1150000,Hyundai,29000,Petrol,SUV,5,First Owner,Manual,guwahati
2019 Used Maruti Suzuki Omni in Guwahati,Omni,2019,258000,Maruti Suzuki,41000,Petrol,Minivan,8,First Owner,Manual,guwahati
2016 Used Ford Ecosport in Guwahati,EcoSport [2015-2017],2016,448000,Ford,49180,Petrol,SUV,5,First Owner,Manual,guwahati
2017 Used Maruti Suzuki Alto 800 in Guwahati,Alto 800 [2016-2019],2017,330000,Maruti Suzuki,63000,Petrol,Hatchback,5,First Owner,Manual,guwahati
2020 Used Maruti Suzuki Eeco in Guwahati,Eeco [2010-2022],2020,380000,Maruti Suzuki,45000,Petrol,Minivan,7,First Owner,Manual,guwahati
2022 Used Maruti Suzuki Alto K10 in Guwahati,Alto K10,2022,480000,Maruti Suzuki,8000,Petrol,Hatchback,5,First Owner,Automatic (AMT),guwahati
2018 Used Toyota Innova Crysta in Guwahati,Innova Crysta [2016-2020],2018,1550000,Toyota,125264,Diesel,SUV,8,First Owner ,Manual,guwahati
2024 Used Toyota Camry in Guwahati,Camry [2022-2024],2024,3750000,Toyota,11945,Hybrid,Sedan,5,First Owner ,Automatic (e-CVT),guwahati
2022 Used Toyota Innova Crysta in Guwahati,Innova Crysta [2020-2023],2022,2280000,Toyota,31550,Diesel,MPV_MUV,7,First Owner ,Automatic (TC),guwahati
2022 Used Toyota Innova Crysta in Guwahati,Innova Crysta [2020-2023],2022,2120000,Toyota,49507,Diesel,MPV_MUV,7,First Owner ,Manual,guwahati
2017 Used Toyota Innova Crysta in Guwahati,Innova Crysta [2016-2020],2017,1350000,Toyota,146772,Diesel,SUV,8,Second Owner ,Manual,guwahati
2021 Used Toyota Innova Crysta in Guwahati,Innova Crysta [2016-2020],2021,1945000,Toyota,85333,Diesel,SUV,8,First Owner,Manual,guwahati
2024 Used Toyota Innova Crysta in Guwahati,Innova Crysta,2024,2025000,Toyota,34199,Diesel,MPV_MUV,8,First Owner,Manual,guwahati
2022 Used Toyota Innova Crysta in Guwahati,Innova Crysta [2016-2020],2022,2170000,Toyota,61376,Diesel,SUV,7,First Owner ,Manual,guwahati
2020 Used Toyota Innova Crysta in Guwahati,Innova Crysta [2016-2020],2020,1990000,Toyota,84142,Diesel,SUV,7,First Owner,Manual,guwahati
2018 Used Toyota Innova Crysta in Guwahati,Innova Crysta [2016-2020],2018,1800000,Toyota,51267,Diesel,SUV,7,First Owner ,Manual,guwahati
2023 Used Tata Nexon in Guwahati,Nexon [2020-2023],2023,1000000,Tata,8000,Petrol,CompactSuv,5,First Owner ,Automatic (AMT),guwahati
2021 Used Hyundai Creta in Guwahati,Creta [2020-2023],2021,1450000,Hyundai,63000,Petrol,SUV,5,First Owner ,Automatic (CVT),guwahati
2023 Used Kia Seltos in Guwahati,Seltos [2023-2024],2023,1600000,Kia,8000,Diesel,SUV,5,First Owner ,Clutchless Manual (IMT),guwahati
2021 Used Maruti Suzuki Ignis in Guwahati,Ignis [2020-2023],2021,548000,Maruti Suzuki,25000,Petrol,Hatchback,5,First Owner ,Manual,guwahati
2019 Used Mahindra Marazzo in Guwahati,Marazzo [2018-2020],2019,525000,Mahindra,65000,Diesel,SUV,8,First Owner ,Manual,guwahati
2021 Used Hyundai Creta in Guwahati,Creta [2020-2023],2021,990000,Hyundai,46000,Diesel,SUV,5,First Owner,Manual,guwahati
2025 Used Tata Harrier in Guwahati,Harrier,2025,2050000,Tata,15000,Diesel,SUV,5,First Owner,Manual,guwahati
2020 Used Hyundai Creta in Guwahati,Creta [2020-2023],2020,990000,Hyundai,22000,Petrol,SUV,5,First Owner,Manual,guwahati
2023 Used Mahindra Bolero in Guwahati,Bolero,2023,880000,Mahindra,44000,Diesel,CompactSuv,7,First Owner,Manual,guwahati
2022 Used MG Hector in Guwahati,Hector [2021-2023],2022,1150000,MG,40000,Petrol,SUV,5,First Owner,Automatic (CVT),guwahati
2022 Used Tata Safari in Guwahati,Safari [2021-2023],2022,1550000,Tata,56000,Diesel,SUV,7,Second Owner,Automatic (TC),guwahati
2018 Used Toyota Innova Crysta in Guwahati,Innova Crysta [2016-2020],2018,1700000,Toyota,74000,Diesel,SUV,7,First Owner,Manual,guwahati
2009 Used Maruti Suzuki Swift DZire in Sabarkantha,Swift Dzire [2008-2010],2009,165000,Maruti Suzuki,147000,Petrol,Sedan,5,Third Owner ,Manual,sabarkantha
2012 Used Hyundai Verna in Sabarkantha,Verna [2011-2015],2012,250000,Hyundai,110000,Diesel,Sedan,5,Second Owner ,Manual,sabarkantha
2015 Used Hyundai i10 in Sabarkantha,i10 [2010-2017],2015,225000,Hyundai,110000,Petrol,Hatchback,5,Third Owner ,Manual,sabarkantha
2023 Used Mahindra Bolero in Sabarkantha,Bolero,2023,900000,Mahindra,65000,Diesel,CompactSuv,7,First Owner ,Manual,sabarkantha
2016 Used Honda Amaze in Sabarkantha,Amaze [2016-2018],2016,250000,Honda,200000,Petrol,CompactSedan,5,First Owner ,Manual,sabarkantha
2012 Used Maruti Suzuki Alto in Sabarkantha,Alto [2010-2013],2012,150000,Maruti Suzuki,120000,CNG,Hatchback,5,Second Owner ,Manual,sabarkantha
2013 Used Honda Amaze in Sabarkantha,Amaze [2013-2016],2013,235000,Honda,125000,Petrol,Sedan,5,4 or More Owners,Automatic,sabarkantha
2012 Used Hyundai Santro in Sabarkantha,Santro Xing [2008-2015],2012,225000,Hyundai,90000,CNG,Hatchback,5,Second Owner ,Manual,sabarkantha
2017 Used Maruti Suzuki Alto in Sabarkantha,Alto K10 [2014-2020],2017,300000,Maruti Suzuki,100000,Petrol,Hatchback,5,First Owner ,Manual,sabarkantha
2015 Used Datsun Go Plus in Sabarkantha,GO Plus [2015-2018],2015,195000,Datsun,75000,Petrol,Hatchback,7,More Than 4 Owners,Manual,sabarkantha
2018 Used Ford Freestyle in Sabarkantha,Freestyle,2018,425000,Ford,45000,Petrol,Hatchback,5,First Owner ,Manual,sabarkantha
2018 Used Renault Captur in Sabarkantha,Captur [2017-2019],2018,600000,Renault,100,Diesel,SUV,5,Second Owner ,Manual,sabarkantha
2011 Used Maruti Suzuki Alto in Sabarkantha,Alto [2010-2013],2011,160000,Maruti Suzuki,82000,Petrol,Hatchback,5,First Owner ,Manual,sabarkantha
2018 Used Maruti Suzuki Alto 800 in Sabarkantha,Alto 800 [2016-2019],2018,300000,Maruti Suzuki,75000,Petrol,Hatchback,5,Second Owner ,Manual,sabarkantha
2024 Used Mahindra Thar in Sabarkantha,Thar,2024,1500000,Mahindra,20000,Diesel,SUV,4,First Owner ,Manual,sabarkantha
2020 Used Maruti Suzuki Eeco in Sabarkantha,Eeco [2010-2022],2020,450000,Maruti Suzuki,102000,Petrol,Minivan,5,First Owner ,Manual,sabarkantha
2013 Used Maruti Suzuki Alto 800 in Sabarkantha,Alto 800 [2012-2016],2013,145000,Maruti Suzuki,137500,Petrol,Hatchback,5,Second Owner ,Manual,sabarkantha
2023 Used Tata Tiago in Sabarkantha,Tiago,2023,616248,Tata,15000,CNG,Hatchback,5,First Owner ,Manual,sabarkantha
2007 Used Maruti Suzuki Estilo in Sabarkantha,Estilo [2006-2009],2007,100000,Maruti Suzuki,112500,Petrol,Hatchback,5,Second Owner ,Manual,sabarkantha
2011 Used Volkswagen Polo in Sabarkantha,Polo [2010-2012],2011,200000,Volkswagen,75000,Diesel,Hatchback,5,Third Owner ,Manual,sabarkantha
2014 Used Maruti Suzuki Wagon R in Sabarkantha,Wagon R 1.0 [2014-2019],2014,150000,Maruti Suzuki,250000,Petrol,Hatchback,5,First Owner ,Manual,sabarkantha
2012 Used Maruti Suzuki Ritz in Sabarkantha,Ritz [2009-2012],2012,185000,Maruti Suzuki,96000,Diesel,Hatchback,5,Second Owner ,Manual,sabarkantha
2024 Used Mahindra Thar in Sabarkantha,Thar,2024,1600000,Mahindra,30000,Diesel,SUV,4,First Owner ,Manual,sabarkantha
2021 Used Mahindra Scorpio in Sabarkantha,Scorpio 2021,2021,1405591,Mahindra,250000,Diesel,SUV,7,First Owner ,Manual,sabarkantha
2020 Used Toyota Camry in Nashik,Camry [2019-2022],2020,2600000,Toyota,49000,Hybrid,Sedan,5,First Owner ,Automatic (CVT),dindori
2019 Used Tata Nexon in Nashik,Nexon [2017-2020],2019,690000,Tata,42000,Petrol,SUV,5,First Owner ,Automatic (AMT),dindori
2021 Used Hyundai Creta in Nashik,Creta [2020-2023],2021,1250000,Hyundai,25000,Petrol,SUV,5,First Owner ,Manual,dindori
2021 Used Renault Triber in Dindori - MH,Triber [2019-2023],2021,800000,Renault,24000,Petrol,MPV_MUV,7,First Owner ,Manual,dindori
2019 Used Land Rover Range Rover Velar in Mumbai,Range Rover Velar [2017-2023],2019,5399999,Land Rover,60500,Petrol,SUV,5,Second Owner,Automatic,dindori
2014 Used Jaguar XJ in Mumbai,XJ L [2014-2016],2014,2200000,Jaguar,69000,Diesel,Sedan,5,First Owner ,Automatic,dindori
2024 Used Mercedes-Benz GLE in Mumbai,GLE,2024,11900000,Mercedes-Benz,9000,Diesel,SUV,5,First Owner ,Automatic (TC),dindori
2024 Used Maruti Suzuki Baleno in Mumbai,Baleno,2024,875000,Maruti Suzuki,12865,Petrol,Hatchback,5,First Owner ,Automatic (AMT),dindori
2023 Used Mercedes-Benz AMG GLA 35 in Mumbai,AMG GLA35,2023,4750000,Mercedes-Benz,9000,Petrol,SUV,5,First Owner,Automatic (DCT),dindori
2018 Used Mercedes-Benz E-Class in Mumbai,E-Class [2017-2021],2018,3199000,Mercedes-Benz,43000,Petrol,Sedan,5,First Owner,Automatic,dindori
2017 Used BMW X1 in Mumbai,X1 [2016-2020],2017,1675000,BMW,38000,Diesel,SUV,5,First Owner,Automatic,dindori
2021 Used Mercedes-Benz E-Class in Mumbai,E-Class [2017-2021],2021,5424999,Mercedes-Benz,50000,Diesel,Sedan,5,First Owner,Automatic (TC),dindori
2022 Used Maruti Suzuki XL6 in Mumbai,XL6 [2019-2022],2022,1091000,Maruti Suzuki,65666,Petrol,MPV_MUV,6,Second Owner ,Manual,dindori
2021 Used Toyota Fortuner in Mumbai,Fortuner [2016-2021],2021,3675000,Toyota,56023,Diesel,SUV,7,First Owner,Automatic,dindori
2021 Used Skoda Superb in Mumbai,Superb [2016-2020],2021,2375000,Skoda,52666,Petrol,Sedan,5,First Owner,Automatic,dindori
2019 Used Toyota Camry in Mumbai,Camry [2022-2024],2019,2850000,Toyota,43211,Hybrid,Sedan,5,First Owner,Automatic (e-CVT),dindori
2023 Used Mahindra XUV300 in Mumbai,XUV300 [2019-2024],2023,1200000,Mahindra,15200,Diesel,CompactSuv,5,First Owner ,Automatic (AMT),dindori
2021 Used Volkswagen Polo in Mumbai,Polo,2021,975000,Volkswagen,23064,Petrol,Hatchback,5,First Owner ,Manual,dindori
2023 Used MG Hector Plus in Mumbai,Hector Plus,2023,2025000,MG,11301,Petrol,SUV,7,First Owner ,Automatic (CVT),dindori
2021 Used Jeep Compass in Mumbai,Compass,2021,2275000,Jeep,29883,Diesel,SUV,5,First Owner ,Automatic (TC),dindori
2021 Used Maruti Suzuki XL6 in Mumbai,XL6 [2019-2022],2021,950000,Maruti Suzuki,45047,Petrol,MPV_MUV,6,First Owner,Manual,dindori
2017 Used Hyundai Creta in Mumbai,Creta [2015-2017],2017,850000,Hyundai,50226,Petrol,SUV,5,First Owner,Automatic,dindori
2021 Used Volkswagen Taigun in Mumbai,Taigun [2021-2023],2021,1215000,Volkswagen,17599,Petrol,SUV,5,First Owner ,Automatic (TC),dindori
2021 Used Jeep Compass in Mumbai,Compass [2017-2021],2021,1600000,Jeep,31990,Petrol,SUV,5,First Owner,Automatic,dindori
2023 Used Mahindra Thar in Mumbai,Thar,2023,1445000,Mahindra,6661,Petrol,SUV,4,First Owner,Automatic (TC),dindori
2021 Used Mahindra Thar in Mumbai,Thar,2021,1245000,Mahindra,23000,Petrol,SubCompactSuv,4,First Owner,Automatic (TC),dindori
2025 Used Toyota Innova Hycross in Mumbai,Innova Hycross,2025,3775000,Toyota,7172,Hybrid,MPV_MUV,7,First Owner,Automatic (e-CVT),dindori
2022 Used Jeep Compass in Mumbai,Compass,2022,2275000,Jeep,32518,Diesel,SUV,5,First Owner,Automatic (TC),dindori
2019 Used Maruti Suzuki Ciaz in Mumbai,Ciaz [2017-2018],2019,675000,Maruti Suzuki,32309,Petrol,Sedan,5,First Owner,Manual,dindori
2020 Used Hyundai Venue in Mumbai,Venue [2019-2022],2020,835000,Hyundai,25137,Petrol,CompactSuv,5,First Owner,Manual,dindori
2022 Used Mahindra XUV700 in Mumbai,XUV700,2022,2225000,Mahindra,41000,Diesel,SUV,7,First Owner,Automatic (TC),dindori
2023 Used Toyota Fortuner in Mumbai,Fortuner,2023,4150000,Toyota,40366,Diesel,SUV,7,First Owner,Automatic (TC),dindori
2019 Used Jeep Compass in Mumbai,Compass [2017-2021],2019,1075000,Jeep,76991,Diesel,SUV,5,First Owner,Manual,dindori
2013 Used Honda Brio in Kanpur,Brio [2011-2013],2013,218000,Honda,71365,Petrol,Hatchback,5,First Owner ,Manual,mirzapur
2016 Used Honda City in Kanpur,City [2014-2017],2016,570000,Honda,72211,Petrol,Sedan,5,First Owner ,Automatic,mirzapur
2015 Used Audi A6 in Kanpur,A6[2011-2015],2015,1098000,Audi,80345,Diesel,Sedan,5,First Owner,Automatic,mirzapur
2016 Used Honda Amaze in Kanpur,Amaze [2016-2018],2016,355000,Honda,61374,Diesel,CompactSedan,5,First Owner ,Manual,mirzapur
2016 Used Ford Ecosport in Kanpur,EcoSport [2017-2019],2016,430000,Ford,67200,Diesel,SUV,5,First Owner ,Manual,mirzapur
2013 Used Hyundai Verna in Kanpur,Verna [2011-2015],2013,355000,Hyundai,79806,Diesel,Sedan,5,First Owner ,Manual,mirzapur
2012 Used Maruti Suzuki Ritz in Kanpur,Ritz [2009-2012],2012,180000,Maruti Suzuki,51365,Petrol,Hatchback,5,First Owner ,Manual,mirzapur
2015 Used Hyundai Elite i20 in Kanpur,Elite i20 [2017-2018],2015,365000,Hyundai,95000,Diesel,Hatchback,5,First Owner ,Manual,mirzapur
2016 Used Hyundai Elantra in Kanpur,Elantra [2016-2019],2016,855000,Hyundai,58000,Diesel,Sedan,5,First Owner,Automatic,mirzapur
2015 Used Hyundai i10 in Kanpur,i10 [2010-2017],2015,249999,Hyundai,59593,Petrol,Hatchback,5,First Owner ,Manual,mirzapur
2014 Used BMW 5-Series in Kanpur,5 Series [2013-2017],2014,1120000,BMW,82000,Diesel,Sedan,5,Second Owner,Automatic,mirzapur
2013 Used Hyundai i20 in Kanpur,i20 [2012-2014],2013,235000,Hyundai,71588,Diesel,Hatchback,5,Second Owner ,Manual,mirzapur
2024 Used Hyundai Venue in Kanpur,Venue [2022-2023],2024,1025000,Hyundai,37000,Diesel,CompactSuv,5,First Owner,Manual,mirzapur
2020 Used Hyundai Venue in Kanpur,Venue [2019-2022],2020,765000,Hyundai,58000,Petrol,CompactSuv,5,First Owner,Automatic (DCT),mirzapur
2014 Used Hyundai Verna in Kanpur,Verna [2011-2015],2014,385000,Hyundai,71365,Diesel,Sedan,5,First Owner ,Manual,mirzapur
2013 Used Mahindra Xylo in Kanpur,Xylo [2012-2014],2013,285000,Mahindra,77362,Diesel,SUV,7,First Owner ,Manual,mirzapur
2023 Used Skoda Slavia in Kanpur,Slavia [2022-2023],2023,1190000,Skoda,17234,Petrol,Sedan,5,First Owner ,Manual,mirzapur
2012 Used Toyota Etios Liva in Kanpur,Etios Liva [2011-2013],2012,188000,Toyota,74652,Petrol,Hatchback,5,First Owner ,Manual,mirzapur
2019 Used Hyundai Grand i10 in Kanpur,Grand i10,2019,425000,Hyundai,64000,Diesel,Hatchback,5,First Owner ,Manual,mirzapur
2012 Used Honda City in Kanpur,City [2011-2014],2012,298000,Honda,74600,Petrol,Sedan,5,First Owner ,Manual,mirzapur
2017 Used Maruti Suzuki Swift in Kanpur,Swift [2014-2018],2017,360000,Maruti Suzuki,64000,Petrol,Hatchback,5,First Owner,Manual,mirzapur
2019 Used Hyundai Verna in Kanpur,Verna [2015-2017],2019,750000,Hyundai,79000,Diesel,Sedan,5,Second Owner ,Manual,mirzapur
2016 Used Honda Jazz in Kanpur,Jazz [2015-2018],2016,290000,Honda,74000,Diesel,Hatchback,5,Third Owner ,Manual,mirzapur
2013 Used Renault Duster in Kanpur,Duster [2012-2015],2013,265000,Renault,86000,Diesel,SUV,5,Second Owner ,Manual,mirzapur
2020 Used Maruti Suzuki Swift in Panchmahal,Swift [2018-2021],2020,600000,Maruti Suzuki,85000,Petrol,Hatchback,5,First Owner ,Manual,panchmahal
2017 Used Renault Kwid in Panchmahal,Kwid [2015-2019],2017,199000,Renault,90000,Petrol,Hatchback,5,Second Owner ,Manual,panchmahal
2023 Used Mahindra Scorpio in Panchmahal,Scorpio,2023,1550000,Mahindra,45000,Diesel,SUV,7,First Owner ,Manual,panchmahal
2025 Used Maruti Suzuki Alto K10 in Panchmahal,Alto K10,2025,600000,Maruti Suzuki,100,CNG,Hatchback,4,Third Owner ,Manual,panchmahal
2021 Used Maruti Suzuki Baleno in Panchmahal,Baleno [2019-2022],2021,700000,Maruti Suzuki,75000,Petrol,Hatchback,5,First Owner ,Automatic (CVT),panchmahal
2025 Used Tata Punch in Panchmahal,Punch,2025,600000,Tata,100,Petrol,CompactSuv,5,First Owner ,Manual,panchmahal
2021 Used Maruti Suzuki Alto 800 in Panchmahal,Alto 800,2021,410000,Maruti Suzuki,85000,Petrol,Hatchback,5,First Owner ,Manual,panchmahal
2018 Used Maruti Suzuki Eeco in Panchmahal,Eeco [2010-2022],2018,350000,Maruti Suzuki,102000,Petrol,Minivan,5,First Owner ,Manual,panchmahal
2023 Used Maruti Suzuki Baleno in Panchmahal,Baleno,2023,600000,Maruti Suzuki,25000,Petrol,Hatchback,5,First Owner ,Manual,panchmahal
2014 Used Maruti Suzuki Alto 800 in Panchmahal,Alto 800 [2012-2016],2014,195000,Maruti Suzuki,114000,Petrol,Hatchback,5,Second Owner ,Manual,panchmahal
2013 Used Hyundai i10 in Panchmahal,i10 [2010-2017],2013,70000,Hyundai,75000,LPG,Hatchback,5,First Owner ,Manual,panchmahal
2015 Used Tata Indigo in Panchmahal,Indigo eCS [2013-2018],2015,125000,Tata,105000,Diesel,CompactSedan,5,Second Owner ,Manual,panchmahal
2020 Used Maruti Suzuki Eeco in Panchmahal,Eeco [2010-2022],2020,350000,Maruti Suzuki,137500,Petrol,Minivan,5,First Owner ,Manual,panchmahal
2016 Used Maruti Suzuki Vitara Brezza in Panchmahal,Vitara Brezza [2016-2020],2016,550000,Maruti Suzuki,224528,Diesel,SUV,5,First Owner ,Manual,panchmahal
2015 Used Maruti Suzuki Swift in Panchmahal,Swift [2014-2018],2015,450000,Maruti Suzuki,124560,Diesel,Hatchback,5,Third Owner ,Manual,panchmahal
2019 Used Maruti Suzuki DZire in Panchmahal,Dzire [2017-2020],2019,647966,Maruti Suzuki,45000,Petrol,CompactSedan,5,First Owner ,Manual,panchmahal
2023 Used Maruti Suzuki Grand Vitara in Panchmahal,Grand Vitara,2023,1800000,Maruti Suzuki,55000,Petrol,SUV,5,First Owner ,Manual,panchmahal
2020 Used Maruti Suzuki Alto in Panchmahal,Alto K10 [2014-2020],2020,350000,Maruti Suzuki,50000,CNG,Hatchback,4,First Owner ,Manual,panchmahal
2013 Used Hyundai i20 in Panchmahal,i20 [2012-2014],2013,250000,Hyundai,160000,Petrol,Hatchback,5,Second Owner ,Manual,panchmahal
2023 Used Hyundai Creta in Panchmahal,Creta [2023-2024],2023,1200000,Hyundai,50000,Diesel,SUV,5,First Owner ,Manual,panchmahal
2009 Used Maruti Suzuki Swift in Panchmahal,Swift  [2005-2010],2009,229855,Maruti Suzuki,137500,Diesel,Hatchback,5,Third Owner ,Manual,panchmahal
2018 Used Maruti Suzuki Wagon R in Panchmahal,Wagon R 1.0 [2014-2019],2018,350000,Maruti Suzuki,78000,Petrol,Hatchback,5,First Owner ,Manual,panchmahal
2009 Used BMW 7-Series in Ahmedabad,7 Series [2008-2013],2009,1190000,BMW,35000,Diesel,Sedan,5,Second Owner,Automatic,panchmahal
2014 Used Nissan Terrano in Ahmedabad,Terrano [2013-2017],2014,390000,Nissan,34778,Petrol,SUV,5,First Owner,Manual,panchmahal
2022 Used MG Hector Plus in Ahmedabad,Hector Plus [2020-2023],2022,1475000,MG,22000,Petrol,SUV,6,First Owner,Automatic (DCT),panchmahal
2018 Used Ford Freestyle in Ahmedabad,Freestyle,2018,461754,Ford,46281,Petrol,Hatchback,5,First Owner,Manual,panchmahal
2018 Used BMW 3-Series in Ahmedabad,3 Series [2016-2019],2018,2490000,BMW,74000,Diesel,Sedan,5,First Owner,Automatic,panchmahal
2020 Used Hyundai Grand i10 in Ahmedabad,Grand i10,2020,460000,Hyundai,59000,Petrol,Hatchback,5,Second Owner,Manual,panchmahal
2018 Used Audi A6 in Ahmedabad,A6 [2015-2019],2018,2850000,Audi,48478,Diesel,Sedan,5,First Owner,Automatic,panchmahal
2019 Used Maruti Suzuki Baleno in Ahmedabad,Baleno [2019-2022],2019,575000,Maruti Suzuki,39031,Petrol,Hatchback,5,First Owner,Manual,panchmahal
2022 Used Mahindra Thar in Ahmedabad,Thar,2022,1250000,Mahindra,52285,Diesel,SUV,4,First Owner,Manual,panchmahal
2020 Used Maruti Suzuki DZire in Medak,Dzire [2017-2020],2020,700000,Maruti Suzuki,155000,Diesel,CompactSedan,5,First Owner ,Manual,medak
2012 Used Hyundai Santro in Medak,Santro Xing [2008-2015],2012,200000,Hyundai,155000,CNG,Hatchback,5,First Owner ,Manual,medak
2018 Used Maruti Suzuki Alto 800 in Medak,Alto 800 [2016-2019],2018,300000,Maruti Suzuki,65000,Petrol,Hatchback,5,Second Owner ,Manual,medak
2016 Used Maruti Suzuki Baleno in Medak,Baleno [2015-2019],2016,400000,Maruti Suzuki,135000,Petrol,Hatchback,5,Second Owner ,Manual,medak
2021 Used Toyota Fortuner in Medak,Fortuner,2021,3500000,Toyota,200000,Diesel,SUV,7,First Owner ,Automatic (TC),medak
2005 Used Hyundai Santro in Medak,Santro Xing [2003-2008],2005,100000,Hyundai,95000,Petrol,Hatchback,5,Third Owner ,Manual,medak
2024 Used Kia Sonet in Medak,Sonet [2024-2024],2024,1100000,Kia,5800,Petrol,CompactSuv,5,First Owner ,Manual,medak
2023 Used Maruti Suzuki Baleno in Medak,Baleno,2023,650000,Maruti Suzuki,38000,Petrol,Hatchback,5,First Owner ,Manual,medak
2020 Used Hyundai Elite i20 in Medak,i20 [2020-2023],2020,750000,Hyundai,26000,Petrol,Hatchback,5,First Owner ,Automatic (CVT),medak
2018 Used Maruti Suzuki Swift in Medak,Swift [2018-2021],2018,700000,Maruti Suzuki,95000,Diesel,Hatchback,5,Second Owner ,Automatic (AMT),medak
2013 Used Maruti Suzuki Alto 800 in Medak,Alto 800 [2012-2016],2013,150000,Maruti Suzuki,90000,Petrol,Hatchback,5,First Owner ,Manual,medak
2013 Used Skoda Fabia in Medak,Fabia,2013,200000,Skoda,190000,Diesel,Hatchback,5,Second Owner ,Manual,medak
2009 Used Ford Fiesta/Classic in Medak,Fiesta [2008-2011],2009,200000,Ford,55000,Diesel,Sedan,5,Second Owner ,Manual,medak
2022 Used Audi Q3 in Hyderabad,Q3,2022,3900000,Audi,22641,Petrol,SUV,5,First Owner,Automatic (DCT),medak
2018 Used Toyota Fortuner in Hyderabad,Fortuner [2016-2021],2018,3040000,Toyota,97000,Diesel,SUV,7,First Owner,Automatic,medak
2021 Used Mercedes-Benz E-Class in Hyderabad,E-Class [2017-2021],2021,6500000,Mercedes-Benz,22000,Petrol,Sedan,5,First Owner,Automatic,medak
2019 Used Tata Nexon in Hyderabad,Nexon [2017-2020],2019,799000,Tata,62025,Petrol,SUV,5,Second Owner,Automatic (AMT),medak
2021 Used Tata Harrier in Hyderabad,Harrier [2019-2023],2021,1290000,Tata,58577,Diesel,SUV,5,First Owner,Manual,medak
2011 Used BMW X1 in Hyderabad,X1 [2010-2012],2011,955000,BMW,80000,Diesel,SUV,5,Second Owner,Automatic,medak
2018 Used BMW 6-Series GT in Hyderabad,6 Series GT [2018-2021],2018,3450000,BMW,78609,Diesel,Sedan,5,First Owner ,Automatic,medak
2017 Used Maruti Suzuki Vitara Brezza in Hyderabad,Vitara Brezza [2016-2020],2017,750000,Maruti Suzuki,83500,Diesel,SUV,5,First Owner,Manual,medak
2017 Used Volvo S90 in Hyderabad,S90 [2016-2021],2017,2850000,Volvo,60000,Diesel,Sedan,5,Second Owner ,Automatic,medak
2018 Used Maruti Suzuki Vitara Brezza in Hyderabad,Vitara Brezza [2016-2020],2018,780000,Maruti Suzuki,69331,Diesel,SUV,5,First Owner,Automatic (AMT),medak
2020 Used MG Hector Plus in Hyderabad,Hector Plus [2020-2023],2020,1450000,MG,68612,Diesel,SUV,6,First Owner,Manual,medak
2020 Used Kia Sonet in Hyderabad,Sonet [2020-2022],2020,1075000,Kia,27000,Petrol,CompactSuv,5,First Owner,Automatic (DCT),medak
2022 Used Mahindra Thar in Hyderabad,Thar,2022,1650000,Mahindra,46601,Diesel,SUV,4,First Owner ,Automatic (TC),medak
2015 Used Maruti Suzuki Ciaz in Hyderabad,Ciaz [2014-2017],2015,700000,Maruti Suzuki,46572,Petrol,Sedan,5,First Owner ,Automatic,medak
2020 Used Hyundai Grand i10 NIOS in Hyderabad,Grand i10 Nios [2019-2023],2020,600000,Hyundai,53938,Petrol,Hatchback,5,First Owner,Automatic (AMT),medak
2024 Used Maruti Suzuki Swift in Hyderabad,Swift [2021-2024],2024,800000,Maruti Suzuki,29246,Petrol,Hatchback,5,First Owner,Automatic (AMT),medak
2020 Used Maruti Suzuki Baleno in Hyderabad,Baleno [2015-2019],2020,730000,Maruti Suzuki,41272,Petrol,Hatchback,5,First Owner,Automatic (CVT),medak
2022 Used Maruti Suzuki Baleno in Hyderabad,Baleno,2022,660000,Maruti Suzuki,30531,Petrol,Hatchback,5,First Owner,Manual,medak
2022 Used MG Hector Plus in Hyderabad,Hector Plus [2020-2023],2022,1500000,MG,52339,Petrol,SUV,6,First Owner,Automatic (DCT),medak
2022 Used Hyundai Verna in Hyderabad,Verna [2020-2023],2022,1350000,Hyundai,31000,Petrol,Sedan,5,First Owner,Automatic (DCT),medak
2019 Used Honda City in Jaipur,City 4th Generation,2019,797000,Honda,50276,Petrol,Sedan,5,First Owner,Manual,jaipur
2015 Used Honda Jazz in Jaipur,Jazz [2015-2018],2015,350000,Honda,65000,Petrol,Hatchback,5,Second Owner ,Manual,jaipur
2023 Used Hyundai Elite i20 in Jaipur,i20,2023,775000,Hyundai,29000,Petrol,Hatchback,5,First Owner,Manual,jaipur
2013 Used Honda Brio in Jaipur,Brio [2011-2013],2013,225000,Honda,78000,Petrol,Hatchback,5,Second Owner ,Manual,jaipur
2017 Used Maruti Suzuki Alto in Jaipur,Alto K10 [2014-2020],2017,340000,Maruti Suzuki,54900,Petrol,Hatchback,5,First Owner ,Manual,jaipur
